,id,features
14,780,"[0.6408577561378479, 0.4835141599178314, 0.22525398433208466, 1.094457983970642, 0.7015450596809387, 0.2837378978729248, 1.411492943763733, 0.9121642708778381, 0.34982842206954956, 0.6545529365539551]"
15,790,"[0.23652954399585724, 0.5385420322418213, 0.4713755249977112, 1.0405197143554688, 0.4460969865322113, 0.23023174703121185, 1.8808997869491577, 1.0088554620742798, 0.48513558506965637, 1.2376781702041626]"
16,800,"[0.8612145185470581, 0.6444907188415527, 0.03114006668329239, 0.5716647505760193, 0.8848232626914978, 0.10599981993436813, 2.2104151248931885, 0.20627157390117645, 0.6491695046424866, 0.0]"
17,810,"[0.7843959331512451, 0.7497340440750122, 0.5371816754341125, 1.4020609855651855, 0.6817456483840942, 0.1297948658466339, 0.9975190758705139, 0.7551563382148743, 0.12335830926895142, 0.8404945731163025]"
18,820,"[0.5128416419029236, 0.5432512164115906, 0.0277835913002491, 1.0155590772628784, 0.587590217590332, 0.28081566095352173, 1.5347282886505127, 0.9006607532501221, 0.18145334720611572, 0.9037950038909912]"
19,830,"[0.6656742095947266, 1.3846478462219238, 0.9161506295204163, 0.5464283227920532, 0.2825615406036377, 0.1335657238960266, 1.2113393545150757, 0.8246389031410217, 0.6035526394844055, 0.2815591096878052]"
20,840,"[1.1171852350234985, 0.6674134135246277, 0.4092867970466614, 1.041462779045105, 1.4250761270523071, 0.49869304895401, 1.5249861478805542, 0.7351503372192383, 0.39411887526512146, 0.9394869208335876]"
21,850,"[0.9570010304450989, 1.1177643537521362, 1.287503957748413, 0.5277339220046997, 0.2376748025417328, 0.4821705222129822, 1.0884324312210083, 0.6933572292327881, 0.5194549560546875, 0.22128111124038696]"
22,860,"[0.03787551075220108, 0.7748110294342041, 0.4108039140701294, 0.0, 0.0, 0.0728645771741867, 1.465853214263916, 1.789215326309204, 0.34467020630836487, 0.5214775800704956]"
23,870,"[1.6473829746246338, 1.0175741910934448, 0.369406521320343, 1.090780258178711, 0.8613825440406799, 0.05449140444397926, 0.7507339715957642, 0.6091792583465576, 0.0, 0.2713925540447235]"
24,880,"[0.8549646735191345, 0.9365788698196411, 0.6119130253791809, 1.260377287864685, 0.42527881264686584, 0.1134238988161087, 1.4662187099456787, 0.8665581941604614, 0.012461882084608078, 0.47197914123535156]"
25,890,"[0.5834128856658936, 0.20517663657665253, 0.0, 0.43518781661987305, 0.699452817440033, 0.0709286630153656, 1.9061484336853027, 0.8809354305267334, 0.0, 1.3270512819290161]"
26,900,"[0.8051179647445679, 1.2782866954803467, 0.3787801265716553, 1.3701411485671997, 0.4085136950016022, 0.10020250082015991, 1.024354100227356, 0.2509748339653015, 0.3383643627166748, 0.3186867833137512]"
27,910,"[0.7388712167739868, 0.8537282943725586, 0.4935373365879059, 1.0378309488296509, 1.0117772817611694, 0.3962899446487427, 0.9293171763420105, 0.5759902596473694, 0.3814380168914795, 0.6876387596130371]"
28,920,"[0.8005116581916809, 0.44955962896347046, 0.3948187828063965, 1.0428451299667358, 0.4747639298439026, 0.22257833182811737, 0.9195753335952759, 1.177223801612854, 0.0440225787460804, 1.1123671531677246]"
29,930,"[0.7565615773200989, 0.8652152419090271, 0.2974795699119568, 0.9444116353988647, 0.265288770198822, 0.0, 0.9311386942863464, 0.6933202147483826, 0.16585582494735718, 0.7595623731613159]"
30,940,"[1.5523327589035034, 0.7026769518852234, 0.541972815990448, 1.032025933265686, 0.22297871112823486, 0.0, 0.6796194314956665, 0.8975235223770142, 0.0, 0.7313889861106873]"
31,950,"[0.6504051089286804, 0.5452355742454529, 0.15742801129817963, 0.8816624283790588, 0.48319363594055176, 0.23221464455127716, 1.290717363357544, 0.6947198510169983, 0.23318926990032196, 0.8704825639724731]"
32,960,"[0.9353794455528259, 1.0943948030471802, 1.1704634428024292, 1.1849572658538818, 0.4393961727619171, 0.12346925586462021, 0.9276142120361328, 0.5989171266555786, 0.2104664295911789, 0.6865896582603455]"
33,970,"[0.46715909242630005, 0.5904635787010193, 0.0, 0.7469398975372314, 0.9875203967094421, 0.10841282457113266, 1.0678699016571045, 0.9095340967178345, 0.11881835758686066, 1.370036005973816]"
34,980,"[0.8307285308837891, 0.6686835289001465, 0.7008456587791443, 1.2361141443252563, 0.02027580514550209, 0.20664474368095398, 0.839874804019928, 0.5421053767204285, 0.26251861453056335, 0.7678078413009644]"
35,990,"[0.7782028317451477, 0.3531995713710785, 0.25343236327171326, 0.8493955731391907, 0.29034873843193054, 0.6268245577812195, 1.724324345588684, 0.652355432510376, 0.2607346773147583, 0.8251843452453613]"
36,1000,"[0.7279064059257507, 0.8108570575714111, 0.3801516890525818, 1.2796025276184082, 0.7704592943191528, 0.1378088742494583, 1.1911513805389404, 0.6952029466629028, 0.07498757541179657, 0.9510586261749268]"
37,1010,"[0.9414664506912231, 0.7776729464530945, 0.42068368196487427, 1.1280633211135864, 0.009576855227351189, 0.0, 0.6837217807769775, 0.6030381917953491, 0.008428285829722881, 0.5542493462562561]"
38,1020,"[0.8291776776313782, 0.6635781526565552, 0.720438539981842, 1.0757535696029663, 0.3724835216999054, 0.2107257843017578, 1.353181004524231, 0.9811804294586182, 0.17078644037246704, 1.1216245889663696]"
39,1030,"[0.6305285692214966, 0.79615318775177, 0.35033243894577026, 1.0328730344772339, 0.49671685695648193, 0.03574899211525917, 1.4947887659072876, 1.1994085311889648, 0.10535752028226852, 0.6377145051956177]"
40,1040,"[1.0297925472259521, 1.1678270101547241, 0.5827475786209106, 1.158868670463562, 0.6872041821479797, 0.24932463467121124, 1.072105884552002, 0.8893209099769592, 0.239997997879982, 0.7385390996932983]"
41,1050,"[0.9423043131828308, 0.634035587310791, 0.5285215973854065, 0.9289543628692627, 0.6116920113563538, 0.15713664889335632, 0.9534252882003784, 0.6141781806945801, 0.01573679968714714, 0.5985987782478333]"
42,1060,"[0.6927053332328796, 0.12249794602394104, 0.18316064774990082, 0.38530105352401733, 0.4718031883239746, 0.09040176123380661, 1.213033676147461, 1.2360284328460693, 0.15354092419147491, 1.588737964630127]"
43,1070,"[0.43899911642074585, 0.0, 0.0, 0.0, 1.241329312324524, 0.47252747416496277, 1.9362752437591553, 1.0711382627487183, 0.08330107480287552, 1.3910582065582275]"
44,1080,"[0.813555896282196, 0.45343342423439026, 0.74966961145401, 1.3416175842285156, 0.516037106513977, 0.0, 1.655502200126648, 0.2716023921966553, 0.236405149102211, 1.3493456840515137]"
45,1090,"[0.5551169514656067, 0.4092461168766022, 0.32403454184532166, 1.148732304573059, 0.5990243554115295, 0.10372357070446014, 0.9079498648643494, 0.856063723564148, 0.04870537295937538, 0.8952105045318604]"
46,1100,"[0.906838595867157, 0.4869355857372284, 0.9634425640106201, 1.0633357763290405, 0.0, 0.05376468226313591, 0.6101404428482056, 0.5745632648468018, 0.14100630581378937, 0.08549489080905914]"
47,1110,"[0.7517110109329224, 0.6649187803268433, 1.1166746616363525, 1.23601233959198, 1.170992136001587, 0.23673522472381592, 0.9324365854263306, 0.9252153635025024, 0.6220954656600952, 0.9131916761398315]"
48,1120,"[1.0878846645355225, 0.8214879035949707, 0.6200712323188782, 1.0919657945632935, 0.9083483815193176, 0.34122806787490845, 1.3497165441513062, 0.8574149012565613, 0.37410295009613037, 0.4677806496620178]"
49,1130,"[0.8217857480049133, 1.0874614715576172, 0.6235036849975586, 1.128806710243225, 0.5201689600944519, 0.15438154339790344, 1.100781798362732, 0.6953337788581848, 0.1829771250486374, 0.6367328763008118]"
50,1140,"[0.7125319242477417, 0.7410967350006104, 0.8929651379585266, 1.1215177774429321, 0.4058726727962494, 0.06522534787654877, 1.4203375577926636, 0.44437968730926514, 0.3891611099243164, 0.40661537647247314]"
51,1150,"[0.7578364014625549, 0.8968730568885803, 0.7223228216171265, 0.9943100810050964, 0.17183023691177368, 0.2952007055282593, 0.5244300961494446, 0.3647914528846741, 0.40788429975509644, 0.1492999643087387]"
52,1160,"[0.3906647264957428, 0.5485886335372925, 0.0, 0.6299670338630676, 0.4842103123664856, 0.0, 1.0097180604934692, 1.1443537473678589, 0.37548133730888367, 0.6514507532119751]"
53,1170,"[0.6659030914306641, 1.2084745168685913, 0.8964236378669739, 1.180569052696228, 0.6737298965454102, 0.21540965139865875, 0.8887168765068054, 0.37758344411849976, 0.3288351893424988, 0.8949269652366638]"
54,1180,"[0.7638996243476868, 0.8482626676559448, 0.5056647062301636, 1.4091445207595825, 0.5848592519760132, 0.14372053742408752, 1.2421256303787231, 0.5662212371826172, 0.11488356441259384, 0.9054386019706726]"
55,1190,"[0.4594452977180481, 0.8696874380111694, 0.2716990113258362, 1.2630376815795898, 1.2444149255752563, 0.3518187701702118, 1.2835100889205933, 0.7138663530349731, 0.21001668274402618, 0.7888637781143188]"
56,1200,"[0.9082551598548889, 0.41368138790130615, 0.7492997050285339, 0.5529332756996155, 0.3829133212566376, 0.0, 0.9915589094161987, 1.2848455905914307, 1.0121433734893799, 0.7857702970504761]"
57,1210,"[0.8072230219841003, 0.7086045742034912, 0.130204975605011, 1.353740930557251, 0.6342665553092957, 0.1376282423734665, 1.3536053895950317, 0.51784747838974, 0.2648821473121643, 0.8383828401565552]"
58,1220,"[1.0253994464874268, 0.13768063485622406, 0.13332824409008026, 0.35919561982154846, 0.9061363339424133, 0.4728013575077057, 1.2804591655731201, 0.8736757040023804, 0.2629019320011139, 1.0920521020889282]"
59,1230,"[0.8660291433334351, 0.6106346845626831, 0.37266480922698975, 1.1555280685424805, 0.7287440896034241, 0.24283277988433838, 1.4780997037887573, 1.1261624097824097, 0.06393475085496902, 0.7326241135597229]"
60,1240,"[0.5889866352081299, 0.13518288731575012, 0.2134498506784439, 1.2137051820755005, 0.4392208158969879, 0.021632906049489975, 0.7910457849502563, 0.7987385988235474, 0.08531562238931656, 1.2594616413116455]"
61,1250,"[0.8568973541259766, 1.180903434753418, 0.8714666366577148, 1.413156509399414, 0.2712577283382416, 0.4261707365512848, 0.6560275554656982, 0.997708261013031, 0.11399482190608978, 0.7077673673629761]"
62,1260,"[0.9577042460441589, 0.9316933751106262, 0.49261102080345154, 1.2631001472473145, 0.5876979827880859, 0.09492336958646774, 0.909125566482544, 0.7382504343986511, 0.2913098633289337, 0.751409649848938]"
63,1270,"[0.4498439133167267, 1.1291279792785645, 0.7032816410064697, 1.6312251091003418, 0.4746135175228119, 0.14993026852607727, 0.5059146285057068, 0.476410448551178, 0.5351155996322632, 0.5728679299354553]"
64,1280,"[1.0901737213134766, 1.0345979928970337, 0.5108041167259216, 0.809639036655426, 0.7287939190864563, 0.0, 0.9710667133331299, 0.8638617992401123, 0.06986740976572037, 1.3539632558822632]"
65,1290,"[0.6176027655601501, 1.163643479347229, 0.639581561088562, 1.019059419631958, 1.0856962203979492, 0.2791382968425751, 1.1843184232711792, 0.984145998954773, 0.44031253457069397, 1.1144272089004517]"
66,1300,"[1.1096917390823364, 0.5903632044792175, 0.973038375377655, 0.9168862700462341, 0.2991443872451782, 0.09673309326171875, 1.5435659885406494, 1.1715080738067627, 0.0, 0.558680534362793]"
67,1310,"[0.8924412131309509, 0.614975094795227, 0.44595545530319214, 1.024517297744751, 0.9616442918777466, 0.09250810742378235, 0.6761980652809143, 0.5197809934616089, 0.014242619276046753, 1.3067468404769897]"
68,1320,"[1.0060372352600098, 0.9267340898513794, 0.8219410181045532, 1.2125202417373657, 0.2535886764526367, 0.17839720845222473, 1.1707909107208252, 0.7782788276672363, 0.14292623102664948, 0.7546817064285278]"
69,1330,"[0.6967992186546326, 0.8396552205085754, 0.30964821577072144, 1.5083447694778442, 0.8267253041267395, 0.3734159767627716, 0.8461915850639343, 0.5635302662849426, 0.5125184655189514, 0.9480217695236206]"
70,1340,"[0.5478041768074036, 0.9834860563278198, 0.07503807544708252, 0.7602158784866333, 0.13852819800376892, 0.0, 0.7590493559837341, 0.4128708243370056, 0.0, 0.5141916871070862]"
71,1350,"[0.937082052230835, 0.5174790024757385, 0.4282223582267761, 1.0593403577804565, 1.0147790908813477, 0.13378441333770752, 1.2791167497634888, 0.3849613070487976, 0.31183359026908875, 0.6990559697151184]"
72,1360,"[1.2053217887878418, 0.5212877988815308, 0.6641436219215393, 1.3515856266021729, 0.4493899941444397, 0.047436509281396866, 1.0051552057266235, 0.5172250866889954, 0.2586253881454468, 0.725278377532959]"
73,1370,"[0.9035402536392212, 1.1451244354248047, 0.35262078046798706, 0.8783743977546692, 0.40995994210243225, 0.19078493118286133, 1.270135521888733, 0.5847428441047668, 0.06758327782154083, 0.605929434299469]"
74,1380,"[0.6759116053581238, 0.14224517345428467, 0.12106674909591675, 0.99747234582901, 0.5685691237449646, 0.4862039387226105, 1.6221604347229004, 0.7629098296165466, 0.27901312708854675, 0.6645065546035767]"
75,1390,"[0.3334663510322571, 0.9438235759735107, 0.20840223133563995, 1.1892008781433105, 0.7855530977249146, 0.09591835737228394, 1.3902778625488281, 0.6265272498130798, 0.0, 1.2935734987258911]"
76,1400,"[0.8612610101699829, 0.8509728312492371, 0.4785200357437134, 1.3381291627883911, 0.9024426341056824, 0.2807621359825134, 0.8712608814239502, 0.4568081200122833, 0.0, 1.1440293788909912]"
77,1410,"[0.5317755937576294, 0.7332100868225098, 0.42004650831222534, 1.2245341539382935, 0.5233385562896729, 0.6560986638069153, 1.7149933576583862, 1.1990913152694702, 0.8159022331237793, 0.8287598490715027]"
78,1420,"[0.9870933294296265, 0.9822896718978882, 0.3964560925960541, 1.2439124584197998, 0.3774052560329437, 0.0, 1.047567367553711, 0.8045342564582825, 0.13921327888965607, 0.6136518120765686]"
79,1430,"[1.4280507564544678, 0.7881371974945068, 0.6210050582885742, 1.2131983041763306, 0.39419159293174744, 0.15176276862621307, 1.0484395027160645, 0.8537777066230774, 0.12877660989761353, 0.5718910098075867]"
80,1440,"[0.8582559823989868, 0.6934265494346619, 1.0878410339355469, 0.9568773508071899, 0.0, 0.03593936935067177, 0.8729220628738403, 0.5700929760932922, 0.13283158838748932, 0.631503701210022]"
81,1450,"[0.39331215620040894, 0.9359005093574524, 0.4990299344062805, 1.1843762397766113, 0.8405407071113586, 0.23968034982681274, 0.5160626173019409, 0.6341553926467896, 0.0856931284070015, 0.869958758354187]"
82,1460,"[0.1530838906764984, 0.0, 0.10865018516778946, 0.6269518733024597, 0.7674376964569092, 1.0650882720947266, 1.2993261814117432, 0.56473708152771, 0.0, 1.368569016456604]"
83,1470,"[0.9087088704109192, 0.11929834634065628, 0.0, 0.699938178062439, 0.7695969939231873, 0.2974756360054016, 1.2161023616790771, 0.48588141798973083, 0.11003674566745758, 1.2255899906158447]"
84,1480,"[1.118498682975769, 0.6385990977287292, 0.9584465622901917, 1.0870965719223022, 0.17233993113040924, 0.38621196150779724, 0.7965656518936157, 1.1054664850234985, 0.11710904538631439, 0.5771291851997375]"
85,1490,"[0.6903220415115356, 0.8927557468414307, 0.35435613989830017, 1.0969294309616089, 0.6423587203025818, 0.30498620867729187, 1.3025999069213867, 0.9200706481933594, 0.4099384546279907, 1.1999706029891968]"
86,1500,"[1.4041221141815186, 0.8334850668907166, 0.7990854382514954, 1.0990177392959595, 0.726590633392334, 0.01769717037677765, 0.8903555870056152, 0.8275596499443054, 0.11524005979299545, 0.7102920413017273]"
87,1510,"[0.2994457483291626, 1.071763038635254, 0.6525247693061829, 1.1774604320526123, 0.7922493815422058, 0.0, 0.9757075309753418, 0.7877182960510254, 0.03492039814591408, 1.357448935508728]"
88,1520,"[0.5290635228157043, 1.1748286485671997, 0.22578027844429016, 1.069264531135559, 0.9622384905815125, 0.17239809036254883, 1.035988211631775, 0.49624383449554443, 0.35203129053115845, 1.4430309534072876]"
89,1530,"[1.1599435806274414, 1.001944661140442, 0.5179083943367004, 1.1392444372177124, 0.4222172200679779, 0.06901483237743378, 1.2790849208831787, 0.789409339427948, 0.1473865509033203, 0.5830605030059814]"
90,1540,"[0.7396345734596252, 0.6932304501533508, 0.6179596781730652, 1.0447255373001099, 0.47814828157424927, 0.35819268226623535, 1.2737460136413574, 0.7080073356628418, 0.28188738226890564, 0.8072816729545593]"
91,1550,"[1.2319430112838745, 0.8958112001419067, 0.7935229539871216, 1.3679624795913696, 0.34811216592788696, 0.05141642317175865, 0.5896409749984741, 0.5327673554420471, 0.08953683823347092, 0.6251859068870544]"
92,1560,"[1.2243844270706177, 0.8811172246932983, 0.597673773765564, 1.218114972114563, 0.5204533338546753, 0.20728793740272522, 1.2480558156967163, 0.5900151133537292, 0.2521651089191437, 0.3715018928050995]"
93,1570,"[0.8462976217269897, 0.9720429182052612, 0.6520128846168518, 1.2208409309387207, 0.13050834834575653, 0.10878343880176544, 0.993273138999939, 0.3213765025138855, 0.0, 0.610850989818573]"
94,1580,"[0.6286110877990723, 0.5255805850028992, 0.7332608103752136, 1.1101913452148438, 0.46054160594940186, 0.31548720598220825, 0.9972944855690002, 0.9198298454284668, 0.33105266094207764, 0.4715137779712677]"
95,1590,"[0.9182472229003906, 1.020035982131958, 0.1732768565416336, 1.2280632257461548, 0.0, 0.0, 1.1103489398956299, 0.667473316192627, 0.0, 1.3164129257202148]"
96,1600,"[0.7147719860076904, 0.7963734269142151, 0.35505130887031555, 1.2096680402755737, 0.8063203692436218, 0.19601914286613464, 1.3031630516052246, 0.3969626724720001, 0.20297737419605255, 0.8329086899757385]"
97,1610,"[0.9495736360549927, 0.5666367411613464, 0.2961721420288086, 0.5158607363700867, 0.5677890181541443, 0.14878417551517487, 1.2151293754577637, 1.4748057126998901, 0.07004573941230774, 1.120978832244873]"
98,1620,"[1.1528419256210327, 0.8932469487190247, 0.5017932057380676, 1.4671627283096313, 0.3274298906326294, 0.1370624303817749, 0.8997691869735718, 0.5178493857383728, 0.0, 0.636223554611206]"
99,1630,"[0.5696496963500977, 0.5553064346313477, 0.5396238565444946, 1.1351728439331055, 0.5070791840553284, 0.15101264417171478, 0.6280356645584106, 0.4319511651992798, 0.18341097235679626, 0.8285161256790161]"
100,1640,"[0.4227420687675476, 0.3595119118690491, 0.23457083106040955, 0.9821959733963013, 0.4448298215866089, 0.0, 0.8966137170791626, 0.6545371413230896, 0.0, 0.8357532024383545]"
101,1650,"[0.842245876789093, 0.8379944562911987, 0.3615042567253113, 1.1628130674362183, 0.5809585452079773, 0.0, 1.249225378036499, 0.655989408493042, 0.009872741997241974, 0.5657551288604736]"
102,1660,"[0.9659204483032227, 1.0877885818481445, 0.6432681083679199, 1.2768208980560303, 0.7549486756324768, 0.3927450180053711, 0.36992332339286804, 0.9559338092803955, 0.5027075409889221, 0.3461502492427826]"
103,1670,"[0.9721295833587646, 1.1180824041366577, 0.810777485370636, 1.3742111921310425, 1.2358062267303467, 0.23231224715709686, 0.8881770372390747, 0.9863424897193909, 0.4723888337612152, 0.7516403198242188]"
104,1680,"[0.7339114546775818, 0.9768376350402832, 0.9820531606674194, 0.6746726632118225, 0.748878002166748, 0.17825773358345032, 1.2820277214050293, 1.3177332878112793, 0.42628908157348633, 0.3032921552658081]"
105,1690,"[0.5979644060134888, 0.5615530610084534, 0.4311836361885071, 1.1271753311157227, 0.8716316819190979, 0.3746444284915924, 1.2035856246948242, 0.706550121307373, 0.23933115601539612, 0.9610193371772766]"
106,1700,"[0.7801052331924438, 0.21740353107452393, 0.6666953563690186, 0.922071099281311, 0.4010717570781708, 0.5674705505371094, 1.8606795072555542, 0.6471635103225708, 0.1563321053981781, 0.6260594129562378]"
107,1710,"[1.2080050706863403, 0.7761932015419006, 0.923859715461731, 1.2049709558486938, 0.4504586458206177, 0.15483926236629486, 1.0412428379058838, 0.8414899110794067, 0.0889011025428772, 0.5053222179412842]"
108,1720,"[0.7966786623001099, 0.8704043030738831, 0.6575220227241516, 1.1039049625396729, 0.4922912120819092, 0.15908277034759521, 1.2363362312316895, 0.8944591879844666, 0.2146269530057907, 1.0234010219573975]"
109,1730,"[0.7629034519195557, 0.344743937253952, 0.45145004987716675, 0.5592756867408752, 0.7677514553070068, 0.2492949515581131, 1.0478254556655884, 1.4890841245651245, 0.20368146896362305, 1.1305625438690186]"
110,1740,"[0.7368728518486023, 1.3246744871139526, 0.9672531485557556, 1.0854486227035522, 0.2596776485443115, 0.1180078536272049, 0.6963887810707092, 0.8858808875083923, 0.39532509446144104, 0.5264904499053955]"
111,1750,"[0.0, 0.567674994468689, 0.8173762559890747, 1.201545000076294, 0.8973187208175659, 0.32806065678596497, 0.3724459111690521, 1.2770910263061523, 0.6334677934646606, 0.1319783478975296]"
112,1760,"[0.4813246726989746, 0.8606653809547424, 0.4118022322654724, 1.071039080619812, 1.0751774311065674, 0.3194802701473236, 1.115970253944397, 0.9629380106925964, 0.2066223919391632, 0.7822497487068176]"
113,1770,"[0.7321212887763977, 0.73297119140625, 0.2955971360206604, 1.0146352052688599, 0.7423672676086426, 0.2722685635089874, 0.9907069206237793, 0.9553869962692261, 0.21601642668247223, 0.7254815101623535]"
114,1780,"[0.3844369053840637, 0.7418826818466187, 0.5359591841697693, 0.9760603308677673, 0.44769760966300964, 0.20815283060073853, 0.9794630408287048, 0.43400317430496216, 0.25565966963768005, 0.8362305760383606]"
115,1790,"[1.0910606384277344, 0.11257963627576828, 0.12025104463100433, 0.5982224345207214, 0.14667899906635284, 0.16335147619247437, 1.8837851285934448, 1.314716100692749, 0.0, 1.1610757112503052]"
116,1800,"[1.3119962215423584, 0.7975969910621643, 0.5032327771186829, 1.2313510179519653, 0.1658306121826172, 0.00663731899112463, 1.0112698078155518, 0.8485080003738403, 0.0, 0.9866288900375366]"
117,1810,"[0.6999949812889099, 0.8075718879699707, 0.9895760416984558, 1.3409826755523682, 0.39068490266799927, 0.023423541337251663, 0.9025443196296692, 0.2399909347295761, 0.8189544081687927, 0.6780226230621338]"
118,1820,"[0.7800748944282532, 1.0805504322052002, 0.14384867250919342, 0.8880273699760437, 0.4874323308467865, 0.0, 1.450724482536316, 0.8026349544525146, 0.0, 0.925024688243866]"
119,1830,"[0.6297010183334351, 0.3377703130245209, 0.24282950162887573, 1.0761027336120605, 0.23562821745872498, 0.3031005561351776, 1.611980676651001, 1.0228725671768188, 0.09727024286985397, 1.198560118675232]"
120,1840,"[0.9017292857170105, 0.7943159341812134, 0.43610265851020813, 1.2125706672668457, 0.13788405060768127, 0.0, 1.1115083694458008, 1.1602932214736938, 0.2761557102203369, 0.7158933281898499]"
121,1850,"[0.8986193537712097, 0.30267947912216187, 0.0419805571436882, 1.1861884593963623, 1.0560976266860962, 0.1688322126865387, 1.3182897567749023, 0.6830213069915771, 0.09571154415607452, 1.038548469543457]"
122,1860,"[0.5532270669937134, 0.6304513216018677, 0.20968623459339142, 1.143827199935913, 0.3376985490322113, 0.1468546986579895, 1.1226990222930908, 0.4658931493759155, 0.039830248802900314, 1.1515769958496094]"
123,1870,"[0.34105047583580017, 0.5758026838302612, 0.07632219046354294, 1.1947078704833984, 0.9710558652877808, 0.29838696122169495, 1.2367697954177856, 0.6912605166435242, 0.0, 1.2787468433380127]"
124,1880,"[0.7499074935913086, 0.8323029279708862, 0.5532169342041016, 1.1017907857894897, 0.51008540391922, 0.17294210195541382, 1.1228506565093994, 0.7295161485671997, 0.2675996422767639, 0.714533805847168]"
125,1890,"[0.934062123298645, 0.5827078223228455, 0.6453619599342346, 1.3319880962371826, 0.2526674270629883, 0.22521966695785522, 0.6987868547439575, 0.512984573841095, 0.22058972716331482, 0.7988411784172058]"
126,1900,"[0.5157456398010254, 0.6387185454368591, 0.9012340903282166, 1.1169259548187256, 1.1565947532653809, 0.5163375735282898, 0.8789450526237488, 0.7317326664924622, 0.5669107437133789, 0.8039425015449524]"
127,1910,"[1.353214144706726, 0.12429577857255936, 0.47920340299606323, 0.08843377977609634, 1.1194754838943481, 0.7006644010543823, 0.920822024345398, 1.3165231943130493, 0.2795359194278717, 1.2335084676742554]"
128,1920,"[0.2002847045660019, 0.6122984886169434, 0.13230785727500916, 0.9917494654655457, 1.0226285457611084, 0.303585022687912, 1.078961968421936, 0.7579726576805115, 0.4183492064476013, 1.0703766345977783]"
129,1930,"[1.1537336111068726, 0.40832334756851196, 0.6004835963249207, 1.124955415725708, 0.5852456092834473, 0.24188652634620667, 1.0471017360687256, 0.9420068860054016, 0.20020051300525665, 0.8075309991836548]"
130,1940,"[0.9925652146339417, 0.8351536393165588, 0.8941159844398499, 1.151332974433899, 0.6205745339393616, 0.4147520065307617, 1.2559449672698975, 1.1999897956848145, 0.437946081161499, 0.7830793261528015]"
131,1950,"[0.9611687660217285, 0.7415134310722351, 1.0010157823562622, 1.190064549446106, 0.7295372486114502, 0.21956078708171844, 0.9949566125869751, 0.7570434212684631, 0.5199349522590637, 0.5992463827133179]"
132,1960,"[1.0259140729904175, 1.2280497550964355, 0.6417682766914368, 0.989453136920929, 0.8211780786514282, 0.09894781559705734, 0.7941233515739441, 0.5795109272003174, 0.0, 0.6644002795219421]"
133,1970,"[0.6610323190689087, 1.0233741998672485, 0.8550192713737488, 1.2533400058746338, 0.13824734091758728, 0.0, 1.3871732950210571, 0.5099881291389465, 0.0, 0.36937907338142395]"
