user_id,gender,age,occupation
1068,0,18,4
1069,1,25,20
1070,0,45,2
1071,1,50,16
1072,0,35,7
1073,0,25,6
1074,1,45,17
1075,0,25,6
1076,0,25,3
1077,1,25,3
1078,0,45,9
1079,1,25,7
1080,1,56,7
1081,1,18,4
1082,1,45,7
1083,1,56,0
1084,1,1,19
1085,1,25,7
1086,1,18,4
1087,1,25,16
1088,0,1,10
1089,1,35,6
1090,1,25,7
1091,1,18,5
1092,0,18,4
1093,1,50,14
1094,0,18,0
1095,0,56,6
1096,1,1,10
1097,1,18,17
1098,1,35,7
1099,1,25,17
1100,1,25,0
1101,1,35,1
1102,1,18,1
1103,0,45,7
1104,1,35,11
1105,1,35,6
1106,1,18,4
1107,0,50,1
1108,1,56,1
1109,1,18,10
1110,0,56,6
1111,0,50,16
1112,1,18,6
1113,1,18,4
1114,0,18,9
1115,0,25,1
1116,1,25,15
1117,1,18,14
1118,1,50,13
1119,1,35,1
1120,1,18,4
1121,1,56,7
1122,1,56,14
1123,1,50,0
1124,1,25,2
1125,0,18,4
1126,1,56,16
1127,1,25,0
1128,1,25,1
1129,1,35,17
1130,1,18,7
1131,1,56,13
1132,1,18,12
1133,1,18,2
1134,1,18,20
1135,1,50,13
1136,0,35,7
1137,1,18,4
1138,1,18,12
1139,1,25,1
1140,0,45,2
1141,0,25,3
1142,1,18,1
1143,1,50,7
1144,1,25,7
1145,1,50,3
1146,0,18,16
1147,1,25,20
1148,1,35,17
1149,1,25,12
1150,0,25,20
1151,1,25,15
1152,1,18,4
1153,1,18,10
1154,0,1,10
1155,1,25,12
1156,0,50,2
1157,1,45,7
1158,0,35,1
1159,1,18,0
1160,1,18,14
1161,1,25,0
1162,0,35,0
1163,1,1,10
1164,0,25,19
1165,1,25,12
1166,1,56,6
1167,0,50,1
1168,0,25,0
1169,1,25,20
1170,1,56,3
1171,1,45,12
1172,0,25,0
1173,0,25,7
1174,0,18,16
1175,0,25,2
1176,1,56,1
1177,0,25,17
1178,1,56,0
1179,1,50,1
1180,0,50,20
1181,1,35,7
1182,1,1,10
1183,1,35,19
1184,0,25,4
1185,0,35,1
1186,1,18,19
1187,0,1,0
1188,1,45,7
1189,1,25,0
1190,1,45,0
1191,0,35,0
1192,1,50,16
1193,1,25,12
1194,0,25,1
1195,0,1,10
1196,0,18,14
1197,1,35,1
1198,1,1,10
1199,1,50,13
1200,1,1,0
1201,1,18,4
1202,1,35,12
1203,0,25,1
1204,1,25,7
1205,0,56,0
1206,0,50,7
1207,1,50,0
1208,1,25,0
1209,1,35,7
1210,1,25,17
1211,1,18,4
1212,0,50,1
1213,1,50,0
1214,1,56,13
1215,1,35,17
1216,1,25,2
1217,1,25,12
1218,1,56,15
1219,1,25,7
1220,1,1,10
1221,1,18,0
1222,1,35,0
1223,1,25,2
1224,1,50,13
1225,1,45,7
1226,1,18,20
1227,1,50,1
1228,1,25,1
1229,0,25,4
1230,1,25,11
1231,1,25,12
1232,0,18,4
1233,0,45,20
1234,1,18,4
1235,0,25,7
1236,0,25,1
1237,1,18,4
1238,0,35,20
1239,0,25,20
1240,0,18,14
1241,1,1,10
1242,0,35,0
1243,1,35,15
1244,1,25,4
1245,1,25,17
1246,1,18,4
1247,1,35,0
1248,0,35,20
1249,1,35,2
1250,1,50,0
1251,1,25,7
1252,1,56,13
1253,0,35,20
1254,0,18,1
1255,1,25,17
1256,1,25,20
1257,0,18,14
1258,1,45,7
1259,1,35,7
1260,1,25,17
1261,1,18,4
1262,1,25,4
1263,1,1,10
1264,1,25,1
1265,0,18,20
1266,1,25,4
1267,1,25,15
1268,1,50,2
1269,0,56,13
1270,1,25,6
1271,0,45,6
1272,1,18,20
1273,1,35,2
1274,1,45,7
1275,1,50,17
1276,1,35,17
1277,0,18,0
1278,1,18,4
1279,1,35,1
1280,1,1,10
1281,1,25,19
1282,1,50,1
1283,0,18,1
1284,1,45,16
1285,1,35,4
1286,1,35,17
1287,0,50,7
1288,0,35,19
1289,1,45,6
1290,1,35,0
1291,0,35,0
1292,1,25,7
1293,1,25,5
1294,0,50,20
1295,0,35,6
1296,1,1,0
1297,1,25,7
1298,1,35,6
1299,1,25,14
1300,1,1,10
1301,0,25,2
1302,1,18,4
1303,1,25,19
1304,1,25,14
1305,1,45,20
1306,1,25,3
1307,1,56,13
1308,1,1,10
1309,1,25,14
1310,1,45,0
1311,1,18,10
1312,1,25,14
1313,1,18,4
1314,0,18,4
1315,1,35,7
1316,1,50,2
1317,1,45,7
1318,1,18,16
1319,0,25,3
1320,1,25,4
1321,0,25,14
1322,1,56,0
1323,0,35,2
1324,1,35,16
1325,1,25,1
1326,0,25,0
1327,1,1,10
1328,1,35,14
1329,1,18,14
1330,1,56,1
1331,1,45,0
1332,1,25,7
1333,1,25,17
1334,1,50,7
1335,1,35,0
1336,0,50,20
1337,1,56,17
1338,1,25,0
1339,1,35,18
1340,1,25,7
1341,1,18,7
1342,1,35,0
1343,1,35,14
1344,0,25,9
1345,0,25,2
1346,1,35,20
1347,0,18,1
1348,0,1,10
1349,1,50,7
1350,0,35,0
1351,0,25,17
1352,1,35,20
1353,1,1,10
1354,0,25,2
1355,0,45,20
1356,0,18,4
1357,1,45,0
1358,1,35,17
1359,1,35,1
1360,1,25,20
1361,0,25,0
1362,1,35,12
1363,1,50,7
1364,0,45,2
1365,0,1,10
1366,1,1,10
1367,1,25,12
1368,0,25,3
1369,1,25,5
1370,1,35,2
1371,0,50,2
1372,1,1,10
1373,0,25,1
1374,1,50,1
1375,0,45,5
1376,0,45,1
1377,1,35,16
1378,0,45,7
1379,0,56,13
1380,1,1,10
1381,1,18,11
1382,0,45,1
1383,0,25,7
1384,1,18,10
1385,0,25,5
1386,0,25,0
1387,0,50,13
1388,1,56,20
1389,1,25,17
1390,1,35,16
1391,1,35,15
1392,1,45,3
1393,1,18,4
1394,0,25,3
1395,1,25,2
1396,0,25,12
1397,1,35,7
1398,0,56,16
1399,1,18,17
1400,1,25,7
1401,0,18,1
1402,1,18,4
1403,0,25,0
1404,1,50,16
1405,1,56,13
1406,1,25,4
1407,0,35,15
1408,1,25,0
1409,1,18,4
1410,1,50,7
1411,1,35,1
1412,1,25,17
1413,1,18,3
1414,1,18,4
1415,1,45,14
1416,1,25,14
1417,1,35,16
1418,1,18,4
1419,0,25,1
1420,1,18,4
1421,0,1,10
1422,1,35,17
1423,1,25,4
1424,1,35,0
1425,1,1,10
1426,1,18,14
1427,1,25,12
1428,0,45,11
1429,0,35,3
1430,1,18,4
1431,1,56,6
1432,1,35,1
1433,0,18,14
1434,0,1,10
1435,1,25,14
1436,0,50,6
1437,1,50,3
1438,1,18,2
1439,1,35,3
1440,1,35,12
1441,1,35,16
1442,1,18,2
1443,1,35,2
1444,0,25,4
1445,1,25,2
1446,1,35,12
1447,1,18,4
1448,0,25,3
1449,1,35,20
1450,1,18,4
1451,1,35,20
1452,0,56,13
1453,1,25,14
1454,1,18,4
1455,0,45,0
1456,1,25,2
1457,1,25,1
1458,1,1,0
1459,0,25,0
1460,0,18,4
1461,0,45,0
1462,1,35,16
1463,1,50,16
1464,1,35,12
1465,1,50,16
1466,1,18,4
1467,1,25,5
1468,1,1,14
1469,1,56,20
1470,1,18,4
1471,1,25,17
1472,1,25,7
1473,1,25,14
1474,1,25,4
1475,0,25,2
1476,0,18,0
1477,0,45,1
1478,1,1,10
1479,0,50,2
1480,1,25,20
1481,1,35,17
1482,1,25,7
1483,1,18,4
1484,1,25,12
1485,0,25,9
1486,1,25,16
1487,1,35,7
1488,1,25,7
1489,0,35,2
1490,1,50,7
1491,1,18,4
1492,1,25,12
1493,0,25,14
1494,1,25,17
1495,1,18,0
1496,1,25,17
1497,1,50,5
1498,1,18,4
1499,1,1,10
1500,1,25,17
1501,1,25,11
1502,1,18,4
1503,1,25,12
1504,1,18,19
1505,1,50,11
1506,1,25,7
1507,1,35,17
1508,0,1,10
1509,1,1,0
1510,0,25,1
1511,1,35,12
1512,1,25,20
1513,0,35,16
1514,1,18,4
1515,1,25,16
1516,0,25,12
1517,1,18,0
1518,1,25,2
1519,1,18,4
1520,1,25,17
1521,0,25,7
1522,1,35,20
1523,1,25,17
1524,1,18,4
1525,0,25,16
1526,1,56,17
1527,1,18,10
1528,1,25,15
1529,1,18,4
1530,1,25,4
1531,1,45,17
1532,1,18,14
1533,1,45,1
1534,1,50,12
1535,0,18,20
1536,0,35,3
1537,1,18,20
1538,1,25,3
1539,1,25,3
1540,1,45,0
1541,1,56,17
1542,1,18,17
1543,1,25,11
1544,1,25,12
1545,1,25,20
1546,1,25,4
1547,1,56,13
1548,1,35,1
1549,1,35,6
1550,1,18,4
1551,1,25,11
1552,1,45,20
1553,0,25,15
1554,0,35,12
1555,0,18,0
1556,1,18,4
1557,0,18,4
1558,1,18,6
1559,1,35,8
1560,0,25,3
1561,0,18,4
1562,1,18,20
1563,0,1,10
1564,1,50,1
1565,1,45,17
1566,1,35,16
1567,1,25,12
1568,0,1,10
1569,0,56,13
1570,1,18,17
1571,1,25,20
1572,0,25,3
1573,1,1,0
1574,1,25,6
1575,0,50,7
1576,0,45,9
1577,1,56,0
1578,1,18,4
1579,1,25,0
1580,0,18,4
1581,0,18,4
1582,1,18,0
1583,1,35,6
1584,1,25,19
1585,1,56,20
1586,1,45,7
1587,0,25,3
1588,1,25,11
1589,1,25,0
1590,1,35,1
1591,1,50,7
1592,1,35,7
1593,1,25,16
1594,0,35,20
1595,1,35,1
1596,0,18,5
1597,1,25,12
1598,1,35,13
1599,1,25,0
1600,1,35,7
1601,1,25,12
1602,0,25,7
1603,0,25,0
1604,1,25,11
1605,0,18,0
1606,0,35,3
1607,1,45,1
1608,1,25,11
1609,0,35,9
1610,1,25,11
1611,1,25,0
1612,1,25,17
1613,1,18,20
1614,1,35,0
1615,0,45,7
1616,1,25,0
1617,1,25,12
1618,1,50,0
1619,1,50,3
1620,1,25,20
1621,1,25,4
1622,1,18,4
1623,1,50,15
1624,1,25,0
1625,1,45,0
1626,1,18,4
1627,1,18,17
1628,1,18,20
1629,1,18,4
1630,1,45,17
1631,0,50,0
1632,1,25,16
1633,0,45,7
1634,0,56,0
1635,1,25,0
1636,0,25,19
1637,1,56,0
1638,0,18,17
1639,1,25,17
1640,1,35,17
1641,1,25,0
1642,1,50,13
1643,1,45,2
1644,1,18,12
1645,0,18,9
1646,1,25,20
1647,1,18,18
1648,1,50,14
1649,1,18,19
1650,1,25,19
1651,1,25,12
1652,1,25,16
1653,1,18,0
1654,0,45,0
1655,1,18,4
1656,1,25,17
1657,0,45,0
1658,0,35,6
1659,0,18,9
1660,0,25,2
1661,1,35,7
1662,1,25,12
1663,1,18,4
