,id,features
12,130,"[0.8483189940452576, 0.3928193151950836, 1.0589885711669922, 0.9318637251853943, 0.0, 0.4607028663158417, 0.21597595512866974, 0.47819462418556213, 0.39080825448036194, 0.06712492555379868]"
13,140,"[0.18544158339500427, 0.2259421944618225, 0.015059086494147778, 0.29645365476608276, 0.9986376762390137, 0.39107969403266907, 0.38792237639427185, 0.4465184807777405, 0.2658723294734955, 0.7396590113639832]"
14,150,"[0.3174407482147217, 0.5623907446861267, 0.0813676118850708, 0.8515142202377319, 0.6408445239067078, 0.06172060966491699, 0.7904718518257141, 0.3105827569961548, 0.08567439019680023, 0.8181889057159424]"
15,160,"[0.0, 0.0002506839809939265, 0.012697159312665462, 0.0, 0.3937181234359741, 0.35300976037979126, 0.7779362797737122, 0.43841397762298584, 0.31699591875076294, 0.5867907404899597]"
16,170,"[0.2620156705379486, 0.0, 0.0, 0.2495526522397995, 0.6766067147254944, 0.41148021817207336, 0.7336068749427795, 0.8091927170753479, 0.35430359840393066, 0.5402222871780396]"
17,180,"[0.8383967280387878, 0.00042829118319787085, 0.0, 0.5554032921791077, 0.24591420590877533, 0.18383389711380005, 0.601065993309021, 1.1482906341552734, 0.10576524585485458, 0.29472365975379944]"
18,190,"[0.21215282380580902, 0.7761050462722778, 1.1212705373764038, 0.3492756187915802, 0.00981026142835617, 0.0, 1.0541495084762573, 0.249538853764534, 0.5147370100021362, 0.0]"
19,200,"[0.0, 0.9548457264900208, 0.43320974707603455, 0.008288498036563396, 0.8469449877738953, 0.3195408880710602, 0.13997964560985565, 0.0, 0.7156003713607788, 0.8846744298934937]"
20,210,"[0.28376948833465576, 0.33318769931793213, 0.1693999320268631, 0.8443043828010559, 0.3873106837272644, 0.11790598928928375, 0.8179589509963989, 0.5266067981719971, 0.23322156071662903, 0.10890288650989532]"
21,220,"[0.3338472247123718, 0.1915392279624939, 0.5132983922958374, 0.10864322632551193, 0.0, 0.13406892120838165, 0.5926080346107483, 0.1468587964773178, 0.0, 0.1066160723567009]"
22,230,"[0.3594699800014496, 0.5964177846908569, 0.6035267114639282, 0.43939927220344543, 0.4899992048740387, 0.2541571259498596, 0.524613082408905, 0.38247227668762207, 0.38931605219841003, 0.5595883727073669]"
23,240,"[0.0, 0.31429755687713623, 0.0, 0.0, 0.49617910385131836, 0.0, 0.7644622921943665, 1.0495412349700928, 0.44685375690460205, 0.47493046522140503]"
24,250,"[0.2814531624317169, 0.24730847775936127, 0.0, 0.04380105435848236, 0.5004630088806152, 0.5655974745750427, 0.841846227645874, 0.14886441826820374, 0.48784971237182617, 0.38206708431243896]"
25,260,"[0.5423610210418701, 0.5481142997741699, 0.0, 1.1665750741958618, 0.24760669469833374, 0.0, 0.996775209903717, 0.4610007703304291, 0.02625935710966587, 0.6172880530357361]"
26,270,"[0.2381148487329483, 0.47120973467826843, 0.013395554386079311, 0.11642298847436905, 0.9696671366691589, 0.37456434965133667, 0.475674033164978, 0.04200310260057449, 0.37560999393463135, 0.823951780796051]"
27,280,"[0.39518335461616516, 0.4501231908798218, 0.12918788194656372, 0.5975561738014221, 0.6046351194381714, 0.10955815017223358, 0.40877240896224976, 0.6715039014816284, 0.30131223797798157, 0.7194975018501282]"
28,290,"[0.7435852289199829, 0.6816011667251587, 0.5029920339584351, 0.9109477400779724, 0.3963397741317749, 0.21894845366477966, 0.32436034083366394, 0.4323417544364929, 0.0, 0.4330992102622986]"
29,300,"[0.6783286929130554, 0.5375397801399231, 0.4823566675186157, 0.7793722748756409, 0.5293380618095398, 0.1555916965007782, 0.5002791881561279, 0.3090774416923523, 0.17902350425720215, 0.431593120098114]"
30,310,"[0.5832416415214539, 0.0, 0.2563644051551819, 0.0, 0.7109451293945312, 0.7558913826942444, 0.1882009655237198, 0.41184553503990173, 0.5792513489723206, 0.0]"
31,320,"[0.0, 0.43121957778930664, 0.7976271510124207, 1.0659050941467285, 0.11752918362617493, 0.0758667066693306, 0.5919411182403564, 0.13640441000461578, 0.32891881465911865, 0.18177349865436554]"
32,330,"[0.7109965085983276, 0.1533590704202652, 0.0757584273815155, 0.0, 0.5646238327026367, 0.1748509705066681, 0.7002826929092407, 0.6995416879653931, 0.18275794386863708, 0.051488567143678665]"
33,340,"[0.2673245966434479, 0.6227210760116577, 0.0029118810780346394, 0.71372389793396, 0.44229328632354736, 0.0, 0.3610478639602661, 0.5255904793739319, 0.16428035497665405, 0.5721749067306519]"
34,350,"[0.12390706688165665, 0.45600467920303345, 0.2719022333621979, 0.34818679094314575, 0.6868181824684143, 0.2210974544286728, 0.634737491607666, 0.4156697392463684, 0.25486263632774353, 0.8143306374549866]"
35,360,"[0.0, 0.0, 0.17074181139469147, 0.07119427621364594, 0.6703962683677673, 0.5640882253646851, 0.7676723599433899, 0.12947575747966766, 0.2814582288265228, 0.7648026943206787]"
36,370,"[0.9108784198760986, 0.26279816031455994, 0.12379327416419983, 0.046486739069223404, 0.358789324760437, 0.47899308800697327, 0.7856708765029907, 0.24210287630558014, 0.0, 0.4387012720108032]"
37,380,"[0.26836544275283813, 0.26523861289024353, 0.08203119039535522, 0.5498488545417786, 0.5117241144180298, 0.2481808215379715, 0.9741276502609253, 0.47086790204048157, 0.037653978914022446, 0.6995148658752441]"
38,390,"[0.9024173021316528, 0.8414289951324463, 0.3371255695819855, 0.22741694748401642, 0.4011377990245819, 0.08622555434703827, 0.6782042980194092, 0.575139045715332, 0.35941630601882935, 0.0]"
39,410,"[0.2965530753135681, 0.23542706668376923, 0.5488438010215759, 0.343141108751297, 0.25830793380737305, 0.22917011380195618, 1.0478568077087402, 0.33243051171302795, 0.24022279679775238, 0.0]"
40,420,"[0.15494585037231445, 0.0, 0.0, 0.0, 0.5917493104934692, 0.3919585645198822, 0.6622979640960693, 0.6591129302978516, 0.22416391968727112, 0.5413103103637695]"
41,430,"[0.0, 0.13313806056976318, 0.07646774500608444, 0.10442545264959335, 0.7613816857337952, 0.5963210463523865, 0.6011566519737244, 0.43472662568092346, 0.5787219405174255, 0.2873510718345642]"
42,440,"[0.3805080056190491, 0.4108179807662964, 0.12079691886901855, 0.8227533102035522, 0.7164654731750488, 0.22800152003765106, 0.8044858574867249, 0.3008197247982025, 0.04739756882190704, 0.5472925305366516]"
43,450,"[0.24317237734794617, 0.34465768933296204, 0.0, 0.23410187661647797, 0.6330965161323547, 0.19174185395240784, 0.5625079274177551, 0.8042557239532471, 0.2455233633518219, 0.7910214066505432]"
44,460,"[0.0, 0.37459596991539, 0.03747156634926796, 0.0, 1.0559353828430176, 0.7727937698364258, 0.3092890679836273, 0.2949848175048828, 0.29227903485298157, 0.47432470321655273]"
45,470,"[0.06840071082115173, 0.0, 0.0, 0.0, 0.3145115375518799, 0.6756486892700195, 0.6900460720062256, 0.44343891739845276, 0.0, 0.23637755215168]"
46,480,"[0.134420245885849, 0.4429137110710144, 0.06819269806146622, 0.5780470967292786, 0.32446998357772827, 0.0, 1.0790334939956665, 0.49210840463638306, 0.0, 0.84992915391922]"
47,490,"[0.3751404583454132, 0.47561490535736084, 0.2601470351219177, 0.42670100927352905, 0.49827542901039124, 0.08433106541633606, 0.5347046256065369, 0.5362774729728699, 0.14395646750926971, 0.7471636533737183]"
48,500,"[0.26509973406791687, 0.4263432025909424, 0.05468401685357094, 0.40376096963882446, 0.9412471652030945, 0.14214032888412476, 0.6210777163505554, 0.3507947623729706, 0.11656524240970612, 0.7771348357200623]"
49,510,"[0.09336730092763901, 0.23641149699687958, 0.39747223258018494, 0.0, 0.7939034700393677, 0.4293482303619385, 0.6686330437660217, 0.5771982073783875, 0.37867915630340576, 0.10168380290269852]"
50,520,"[0.5684908032417297, 0.0, 0.0, 0.13238702714443207, 0.626188337802887, 0.31583312153816223, 0.8295894265174866, 0.6165867447853088, 0.2729049623012543, 0.23287594318389893]"
51,530,"[0.3859340250492096, 0.3965698480606079, 0.42033782601356506, 0.5513110160827637, 0.18638384342193604, 0.151992529630661, 0.20355330407619476, 0.35643452405929565, 0.29735681414604187, 0.4263346493244171]"
52,540,"[0.0, 0.1590227484703064, 0.3788761496543884, 0.0, 0.3400662839412689, 0.1622031033039093, 0.17025226354599, 0.8560412526130676, 0.32202696800231934, 0.7032510042190552]"
53,550,"[0.5700759887695312, 0.6049966812133789, 0.26750075817108154, 0.05556245148181915, 0.6326618790626526, 0.0, 0.2712338864803314, 0.9602389335632324, 0.041601523756980896, 0.335172563791275]"
54,560,"[0.5841463208198547, 0.4992373585700989, 0.5332228541374207, 0.692431628704071, 0.284837931394577, 0.0006405235035344958, 0.4633989930152893, 0.2927914559841156, 0.11775097995996475, 0.5723059177398682]"
55,570,"[0.37888118624687195, 0.9660971164703369, 0.21876631677150726, 0.7953670024871826, 0.913529098033905, 0.2877045273780823, 0.0, 0.20578211545944214, 1.00063157081604, 0.050379782915115356]"
56,580,"[0.5438526272773743, 0.4049666225910187, 0.18562577664852142, 0.7702620029449463, 0.2857200801372528, 0.11162952333688736, 0.6601772904396057, 0.5454070568084717, 0.2788466811180115, 0.022796742618083954]"
57,590,"[0.3256673514842987, 0.6932541728019714, 0.12463721632957458, 0.6692041754722595, 0.6494513750076294, 0.0, 0.5006793141365051, 0.4152756333351135, 0.0987168699502945, 1.0009828805923462]"
58,600,"[0.04614926874637604, 0.11173434555530548, 0.596462070941925, 0.7144041061401367, 0.022328203544020653, 0.04258023947477341, 0.8970757126808167, 0.8848199248313904, 0.4333934485912323, 0.0]"
59,610,"[0.3599732518196106, 0.3778081238269806, 0.04956088960170746, 0.6048337817192078, 0.06966817378997803, 0.1396637260913849, 0.7578389048576355, 0.8915509581565857, 0.4024955928325653, 0.43686771392822266]"
60,630,"[0.0, 0.09125020354986191, 0.30777445435523987, 0.0, 0.8310841917991638, 0.4014543294906616, 0.47415050864219666, 0.11784309893846512, 0.14272436499595642, 1.195265769958496]"
61,640,"[0.0, 0.81777423620224, 0.27041950821876526, 0.21184203028678894, 0.0, 0.20915566384792328, 0.45344340801239014, 0.7988370656967163, 0.5394783020019531, 0.29392948746681213]"
62,650,"[0.3386261761188507, 0.3349194824695587, 0.1768811196088791, 0.7356259822845459, 1.0215095281600952, 0.19041037559509277, 0.2090573012828827, 0.4827423393726349, 0.295329749584198, 0.4989315867424011]"
63,660,"[0.3393867313861847, 0.05034463852643967, 0.0, 0.27109140157699585, 0.2817046344280243, 0.10739298909902573, 0.4406323730945587, 0.19136495888233185, 0.04611136391758919, 0.44117170572280884]"
64,670,"[0.47612833976745605, 0.5821020007133484, 0.938968300819397, 1.4757170677185059, 0.2709682285785675, 0.30078157782554626, 0.3448646366596222, 0.0, 0.23098832368850708, 0.20066294074058533]"
65,680,"[0.8997620940208435, 0.22060571610927582, 0.9281500577926636, 0.5714987516403198, 0.0, 0.12223988771438599, 0.5771967768669128, 0.3029954433441162, 0.6410932540893555, 0.0]"
66,690,"[0.9275169968605042, 0.19796058535575867, 1.1442474126815796, 0.6427748799324036, 0.0, 0.0, 0.20977526903152466, 0.06474881619215012, 0.16066277027130127, 0.4019189178943634]"
67,700,"[0.588941216468811, 0.32275739312171936, 0.13803191483020782, 0.5412172079086304, 0.5670939683914185, 0.3397696018218994, 0.7213677167892456, 0.6369674205780029, 0.0, 0.06663788110017776]"
68,710,"[0.26062479615211487, 0.0, 0.12712708115577698, 0.0, 0.5164411664009094, 0.8835293650627136, 0.6147739887237549, 0.4169120788574219, 0.21979615092277527, 0.390364408493042]"
69,720,"[0.6980389952659607, 0.4351746737957001, 0.3714090883731842, 1.3024057149887085, 0.5397680997848511, 0.10981886833906174, 0.720727801322937, 0.28662216663360596, 0.31015658378601074, 0.22988247871398926]"
70,730,"[0.1074557825922966, 0.022949429228901863, 0.26805275678634644, 0.1432214230298996, 0.0, 0.0, 0.17028947174549103, 0.11198881268501282, 0.04172980412840843, 0.05645323544740677]"
71,750,"[0.7028141021728516, 0.6894156336784363, 0.7043870091438293, 1.1366826295852661, 0.08787133544683456, 0.15566693246364594, 0.6675199270248413, 0.31612393260002136, 0.2188331037759781, 0.42571592330932617]"
72,760,"[1.386641025543213, 0.4289677143096924, 0.3211682140827179, 0.7775471806526184, 0.0, 0.27088040113449097, 0.2284345179796219, 0.0, 0.39910057187080383, 0.6117525696754456]"
73,780,"[0.0433395653963089, 0.013480769470334053, 0.0, 0.4634068012237549, 0.5550934672355652, 0.16595500707626343, 0.9494901895523071, 0.6679345965385437, 0.0, 0.9507352709770203]"
74,790,"[0.29099997878074646, 0.08950882405042648, 0.043146733194589615, 0.3877537250518799, 0.43736737966537476, 0.13208051025867462, 0.5499770641326904, 0.5253202319145203, 0.2711906433105469, 0.49444371461868286]"
75,800,"[0.5787540078163147, 0.5950678586959839, 0.6997433304786682, 1.0329736471176147, 0.36502107977867126, 0.23921558260917664, 0.5937772393226624, 0.16885440051555634, 0.23300883173942566, 0.4021340310573578]"
76,810,"[0.2708733379840851, 0.14196786284446716, 0.0, 0.0, 0.2591724991798401, 0.5706226229667664, 0.38266685605049133, 0.01088936161249876, 0.2404438555240631, 0.36498868465423584]"
77,820,"[0.0, 0.07652746886014938, 1.0850354433059692, 1.5512279272079468, 0.0, 0.29358261823654175, 0.0, 0.0, 0.4471827745437622, 0.0]"
78,830,"[0.09695074707269669, 0.1768260896205902, 0.1155167669057846, 0.34650909900665283, 0.9309396743774414, 0.3455808460712433, 0.6725249886512756, 0.4522045850753784, 0.40015727281570435, 0.2595999836921692]"
79,840,"[0.2559397518634796, 0.0, 0.20427685976028442, 0.0, 0.9034638404846191, 0.5150564908981323, 0.7252773642539978, 0.3449980914592743, 0.49761366844177246, 0.0967307910323143]"
80,850,"[1.0783426761627197, 0.5506828427314758, 0.8601191639900208, 0.5445016026496887, 0.4262697398662567, 0.0, 0.14907492697238922, 0.6407414674758911, 0.4380684494972229, 0.0]"
81,860,"[0.1997447907924652, 1.0342820882797241, 0.15503080189228058, 1.0333508253097534, 0.21924062073230743, 0.09798380732536316, 0.7546886205673218, 0.4047369956970215, 0.39576345682144165, 0.4954202175140381]"
82,870,"[0.3736041188240051, 0.23318573832511902, 0.0, 0.0, 0.5412982702255249, 0.18679487705230713, 0.7429220676422119, 0.0, 0.45121437311172485, 0.283843994140625]"
83,880,"[0.14848662912845612, 0.11484799534082413, 0.5008626580238342, 0.06103076413273811, 0.0, 0.12115751206874847, 0.516436755657196, 0.7528833150863647, 0.46856623888015747, 0.2822399139404297]"
84,900,"[0.536189615726471, 0.8205352425575256, 0.32995808124542236, 0.7302994132041931, 0.6140252947807312, 0.2850058674812317, 0.621605396270752, 0.14731864631175995, 0.5215858817100525, 0.19920988380908966]"
85,910,"[0.4584062099456787, 0.9554636478424072, 0.4692681133747101, 0.9662609696388245, 0.4850183129310608, 0.20108969509601593, 0.7380487322807312, 0.2301260232925415, 0.2272428572177887, 0.25768575072288513]"
86,920,"[0.0, 1.1125438213348389, 0.24325355887413025, 0.6631860733032227, 0.6672006845474243, 0.13024026155471802, 0.7105486989021301, 0.23480646312236786, 0.3770243227481842, 0.6046103835105896]"
87,930,"[0.44405463337898254, 0.8597956895828247, 0.46861380338668823, 1.0387096405029297, 0.3083677887916565, 0.20518967509269714, 0.8159799575805664, 0.1616033911705017, 0.224899023771286, 0.3972215950489044]"
88,940,"[0.41482415795326233, 0.7588624954223633, 0.3019435703754425, 0.7994869947433472, 0.49465039372444153, 0.2180889993906021, 0.9877678155899048, 0.0, 0.24736784398555756, 0.4111485779285431]"
89,950,"[0.45186033844947815, 0.5636299848556519, 0.43902719020843506, 0.9855242967605591, 0.4031026065349579, 0.1919126808643341, 0.979979932308197, 0.2159661501646042, 0.24548862874507904, 0.3980100750923157]"
90,960,"[0.16165763139724731, 1.0702283382415771, 0.8448261618614197, 0.46565163135528564, 0.0, 0.0, 0.35190364718437195, 1.3181849718093872, 0.0, 0.0]"
91,970,"[0.02053159289062023, 0.63902747631073, 0.6563858389854431, 0.8256169557571411, 0.5543282628059387, 0.0, 0.6860734224319458, 0.007558311801403761, 0.15204164385795593, 0.30127790570259094]"
92,980,"[0.0, 0.0, 0.0, 1.2134442329406738, 0.0, 0.37945330142974854, 0.3870011568069458, 0.0, 0.2346806824207306, 1.373836874961853]"
93,990,"[0.09102081507444382, 0.1437292844057083, 0.2265591025352478, 0.09671492874622345, 0.10564547032117844, 0.4862644672393799, 0.5500990748405457, 0.6234508752822876, 0.2909547686576843, 0.757512092590332]"
94,1000,"[0.43732351064682007, 0.6477174758911133, 0.42319777607917786, 0.7364240288734436, 0.7921881079673767, 0.30720266699790955, 0.026950465515255928, 0.37520843744277954, 0.5528357028961182, 0.18890975415706635]"
95,1010,"[0.20592620968818665, 0.6953443288803101, 0.0, 0.3436364233493805, 0.5960413217544556, 0.2713358998298645, 0.9629529118537903, 0.17594191431999207, 0.23787669837474823, 0.3494380712509155]"
96,1020,"[0.3102852404117584, 0.28949230909347534, 0.0907951220870018, 0.46395692229270935, 0.8373316526412964, 0.30232107639312744, 0.8767274618148804, 0.2105562388896942, 0.07905397564172745, 0.40918001532554626]"
97,1030,"[0.2999509274959564, 0.5013610124588013, 0.27560117840766907, 0.21866948902606964, 0.7579737305641174, 0.034367576241493225, 0.706916332244873, 0.37483593821525574, 0.2081315964460373, 0.27431175112724304]"
98,1040,"[0.4315873086452484, 0.23707851767539978, 0.46065446734428406, 0.7018805742263794, 0.0, 0.07865677028894424, 0.2930378019809723, 0.24154707789421082, 0.43782132863998413, 0.2765399217605591]"
99,1050,"[0.4475449025630951, 0.3699844479560852, 0.3226619362831116, 0.9603962302207947, 0.2085249125957489, 0.463466078042984, 0.8559653162956238, 0.6066648960113525, 0.464370459318161, 0.12232967466115952]"
100,1060,"[0.9208982586860657, 0.6377594470977783, 0.2823328375816345, 0.6407865881919861, 0.2720201015472412, 0.029816217720508575, 0.43293699622154236, 0.5649388432502747, 0.0, 0.7714338898658752]"
101,1070,"[0.36302655935287476, 0.5349534153938293, 0.409457802772522, 0.6252947449684143, 0.24381616711616516, 0.08126392215490341, 0.41470757126808167, 0.16866831481456757, 0.12088578194379807, 0.2299865186214447]"
102,1080,"[0.8335602283477783, 0.501304566860199, 0.5312228202819824, 0.8258941173553467, 0.1329042762517929, 0.1248592957854271, 0.7230659127235413, 0.5490847826004028, 0.17214147746562958, 0.26403412222862244]"
103,1090,"[0.6377421021461487, 0.7727164030075073, 0.24698904156684875, 0.775986909866333, 0.18639981746673584, 0.0, 0.5848882794380188, 0.5801019668579102, 0.16179189085960388, 0.7285931706428528]"
104,1100,"[0.20016416907310486, 0.09191277623176575, 0.0, 0.06289246678352356, 0.4994250237941742, 0.22601620852947235, 0.629865825176239, 0.6243169903755188, 0.09983763843774796, 0.8651742339134216]"
105,1120,"[0.6186701059341431, 0.5697931051254272, 0.5700345635414124, 0.6080196499824524, 0.1108938679099083, 0.1456393599510193, 0.6486632823944092, 0.6536198258399963, 0.15568357706069946, 0.252192884683609]"
106,1130,"[0.1775706261396408, 0.7019515037536621, 0.33222654461860657, 0.2956419587135315, 0.0, 0.1334676295518875, 0.9691323041915894, 0.6871957182884216, 0.11307405680418015, 0.21916839480400085]"
107,1150,"[0.42446285486221313, 0.6928033232688904, 0.7736561894416809, 0.8486344814300537, 0.520224928855896, 0.14964240789413452, 0.4757998287677765, 0.20535919070243835, 0.3509303331375122, 0.2804383635520935]"
108,1160,"[0.0, 0.973537027835846, 0.16251224279403687, 0.5411388278007507, 0.4764033555984497, 0.19210626184940338, 0.7693990468978882, 0.0, 0.27665114402770996, 0.0]"
109,1170,"[0.3718469440937042, 0.3832694888114929, 0.0637706071138382, 0.11246975511312485, 0.36025965213775635, 0.21783186495304108, 0.26885512471199036, 0.42013463377952576, 0.18306280672550201, 0.26246437430381775]"
110,1180,"[0.7109639644622803, 0.5108565092086792, 0.03694019466638565, 0.534485399723053, 0.8866117596626282, 0.240732342004776, 1.0218143463134766, 0.2517188489437103, 0.0, 0.47077107429504395]"
111,1190,"[0.74542236328125, 0.751119077205658, 0.8348129391670227, 0.6513065695762634, 0.3564632534980774, 0.3606444001197815, 0.15066061913967133, 0.37745773792266846, 0.2818048298358917, 0.02086811326444149]"
112,1200,"[0.3975785970687866, 0.64398193359375, 0.2716935873031616, 0.7949190735816956, 0.0, 0.0, 1.0701980590820312, 0.6569064855575562, 0.0, 0.4867481291294098]"
113,1210,"[0.4618026316165924, 0.24935105443000793, 0.0, 0.9410498142242432, 0.32277771830558777, 0.0, 0.977759063243866, 0.5194239616394043, 0.0, 0.712408721446991]"
114,1220,"[0.7917270660400391, 0.5398959517478943, 0.0336342416703701, 0.8060656189918518, 0.13453719019889832, 0.15024974942207336, 0.9001179933547974, 0.4867422878742218, 0.12607042491436005, 0.3844117820262909]"
115,1230,"[0.7787868976593018, 0.877121090888977, 0.8590108752250671, 0.964158833026886, 0.1959618330001831, 0.15265975892543793, 0.3831826150417328, 0.19838514924049377, 0.0, 0.3282987177371979]"
116,1240,"[0.27131780982017517, 0.6267923712730408, 0.23815543949604034, 0.7995844483375549, 0.10129653662443161, 0.012402973137795925, 1.0514177083969116, 0.6070166826248169, 0.006669920869171619, 0.662735641002655]"
117,1250,"[0.5049397945404053, 0.8551245927810669, 0.31836119294166565, 0.9565425515174866, 0.3147783577442169, 0.04588676989078522, 0.7434973120689392, 0.3214544355869293, 0.16454370319843292, 0.7438980340957642]"
118,1260,"[0.6332745552062988, 0.790056586265564, 0.8710945844650269, 0.9720972776412964, 0.11319945007562637, 0.06247924268245697, 0.6420876979827881, 0.23753347992897034, 0.37068015336990356, 0.18860074877738953]"
119,1270,"[0.5137295722961426, 0.5420594811439514, 0.006377916783094406, 0.6674892902374268, 0.5899865627288818, 0.0, 1.0022461414337158, 0.362450510263443, 0.0, 0.6259607076644897]"
120,1280,"[0.5147070288658142, 0.687271237373352, 0.6970853209495544, 0.9071876406669617, 0.48128360509872437, 0.18104611337184906, 0.47142213582992554, 0.4062280058860779, 0.2884371876716614, 0.40177664160728455]"
121,1290,"[0.2327539473772049, 0.3415653109550476, 0.1869727522134781, 0.7046889066696167, 0.6232907772064209, 0.18811939656734467, 0.6516737937927246, 0.6493120193481445, 0.3770137429237366, 0.4384905993938446]"
122,1300,"[0.5849297642707825, 0.7766388058662415, 0.636902928352356, 1.0142440795898438, 0.3824096620082855, 0.10594113171100616, 0.3520074486732483, 0.4750595688819885, 0.3748587667942047, 0.24500830471515656]"
123,1310,"[0.378837913274765, 0.2463996261358261, 0.8422285318374634, 0.8008083701133728, 0.0, 0.0, 0.6856010556221008, 1.0591169595718384, 0.0, 0.0]"
124,1320,"[0.04105882719159126, 0.10840440541505814, 0.5292864441871643, 0.45075464248657227, 0.09600427746772766, 0.22296926379203796, 0.6327077150344849, 0.7487975358963013, 0.2999953031539917, 0.648198664188385]"
125,1330,"[0.1464366614818573, 0.49177128076553345, 0.0, 0.13273756206035614, 0.6825938820838928, 0.17084994912147522, 0.6377620100975037, 0.957186222076416, 0.1410934329032898, 0.12333095818758011]"
126,1340,"[0.23978371918201447, 0.9446655511856079, 0.6604070663452148, 0.7490819692611694, 0.17969508469104767, 0.0, 1.1604353189468384, 0.0, 0.1948653906583786, 0.1192626878619194]"
127,1350,"[0.2307635396718979, 0.9813200235366821, 0.26688942313194275, 0.4859311878681183, 0.0, 0.0, 0.7692500948905945, 0.8713664412498474, 0.03799360990524292, 0.3025814890861511]"
128,1370,"[0.2538272440433502, 0.21065030992031097, 0.08507280796766281, 0.4229443073272705, 0.39880940318107605, 0.23392938077449799, 0.9374308586120605, 0.5083766579627991, 0.024681588634848595, 0.88506680727005]"
129,1380,"[0.2570662200450897, 0.7770542502403259, 0.0, 0.42518749833106995, 0.9941022992134094, 0.19497597217559814, 0.5707163214683533, 0.5894614458084106, 0.0, 0.41293078660964966]"
130,1390,"[0.45329394936561584, 0.20231559872627258, 0.10157140344381332, 0.31381651759147644, 0.7776017785072327, 0.1306278109550476, 0.8179999589920044, 0.5134432315826416, 0.2675231695175171, 0.28017523884773254]"
131,1410,"[0.18613684177398682, 0.17129112780094147, 0.38668093085289, 0.3753962814807892, 0.9012126922607422, 0.28247255086898804, 0.04502829536795616, 0.6644839644432068, 0.48865464329719543, 0.4744536280632019]"
132,1420,"[0.6946932077407837, 0.3824315667152405, 0.35790565609931946, 1.3205199241638184, 0.0, 0.0, 1.0067203044891357, 0.4659627079963684, 0.0, 0.256192684173584]"
133,1430,"[0.15283352136611938, 0.10546335577964783, 0.08052093535661697, 0.13611379265785217, 0.08834494650363922, 0.003566151484847069, 0.16386781632900238, 0.10500635206699371, 0.012627857737243176, 0.10073049366474152]"
134,1440,"[0.055268317461013794, 0.3909246027469635, 0.47209736704826355, 0.3605703115463257, 0.2772030532360077, 0.4119572937488556, 0.5944634079933167, 0.42500409483909607, 0.5188717246055603, 0.4169042706489563]"
135,1450,"[0.39559853076934814, 1.229823350906372, 0.4502658545970917, 0.8615923523902893, 0.887307345867157, 0.0, 0.0, 0.0, 0.5953077077865601, 0.2774246037006378]"
136,1460,"[0.16123990714550018, 0.5859453678131104, 0.0, 0.0, 0.7733921408653259, 0.04159414395689964, 0.8150091767311096, 0.3278144896030426, 0.4628649353981018, 0.0]"
